date_heure,consommation
2024-04-15 23:00:00+00:00,5270.0
2024-04-15 23:15:00+00:00,5335.0
2024-04-15 23:30:00+00:00,5218.0
2024-04-15 23:45:00+00:00,5239.0
2024-04-16 00:00:00+00:00,5239.0
2024-04-16 00:15:00+00:00,5314.0
2024-04-16 00:30:00+00:00,5291.0
2024-04-16 00:45:00+00:00,5205.0
2024-04-16 01:00:00+00:00,5128.0
2024-04-16 01:15:00+00:00,5175.0
2024-04-16 01:30:00+00:00,4982.0
2024-04-16 01:45:00+00:00,5040.0
2024-04-16 02:00:00+00:00,4963.0
2024-04-16 02:15:00+00:00,4953.0
2024-04-16 02:30:00+00:00,4915.0
2024-04-16 02:45:00+00:00,4981.0
2024-04-16 03:00:00+00:00,5076.0
2024-04-16 03:15:00+00:00,5175.0
2024-04-16 03:30:00+00:00,5256.0
2024-04-16 03:45:00+00:00,5384.0
2024-04-16 04:00:00+00:00,5447.0
2024-04-16 04:15:00+00:00,5571.0
2024-04-16 04:30:00+00:00,5802.0
2024-04-16 04:45:00+00:00,5780.0
2024-04-16 05:00:00+00:00,5993.0
2024-04-16 05:15:00+00:00,6022.0
2024-04-16 05:30:00+00:00,6281.0
2024-04-16 05:45:00+00:00,6354.0
2024-04-16 06:00:00+00:00,6353.0
2024-04-16 06:15:00+00:00,6608.0
2024-04-16 06:30:00+00:00,6644.0
2024-04-16 06:45:00+00:00,6637.0
2024-04-16 07:00:00+00:00,6756.0
2024-04-16 07:15:00+00:00,6792.0
2024-04-16 07:30:00+00:00,6890.0
2024-04-16 07:45:00+00:00,6944.0
2024-04-16 08:00:00+00:00,7138.0
2024-04-16 08:15:00+00:00,7093.0
2024-04-16 08:30:00+00:00,7209.0
2024-04-16 08:45:00+00:00,7220.0
2024-04-16 09:00:00+00:00,7153.0
2024-04-16 09:15:00+00:00,7208.0
2024-04-16 09:30:00+00:00,7064.0
2024-04-16 09:45:00+00:00,7075.0
2024-04-16 10:00:00+00:00,7041.0
2024-04-16 10:15:00+00:00,7039.0
2024-04-16 10:30:00+00:00,6906.0
2024-04-16 10:45:00+00:00,7032.0
2024-04-16 11:00:00+00:00,6884.0
2024-04-16 11:15:00+00:00,6932.0
2024-04-16 11:30:00+00:00,6869.0
2024-04-16 11:45:00+00:00,6886.0
2024-04-16 12:00:00+00:00,6990.0
2024-04-16 12:15:00+00:00,7087.0
